image_path,gender,articleType,baseColour
./images\26551.jpg,Men,Casual Shoes,Black
./images\42016.jpg,Men,Sports Shoes,Silver
./images\53094.jpg,Women,Earrings,Silver
./images\15147.jpg,Men,Shirts,Yellow
./images\11441.jpg,Women,Tops,Blue
./images\25115.jpg,Women,Clutches,Gold
./images\34105.jpg,Boys,Shorts,Blue
./images\33337.jpg,Men,Formal Shoes,Black
./images\14977.jpg,Men,Belts,Black
./images\34375.jpg,Men,Tshirts,Yellow
./images\18185.jpg,Men,Jeans,Blue
./images\6716.jpg,Men,Tshirts,Red
./images\57184.jpg,Women,Tunics,Pink
./images\5124.jpg,Women,Tshirts,Green
./images\19292.jpg,Women,Watches,White
./images\27472.jpg,Women,Bra,Black
./images\13922.jpg,Men,Sports Shoes,Grey
./images\36522.jpg,Women,Handbags,Black
./images\41921.jpg,Women,Flip Flops,Silver
./images\54861.jpg,Women,Necklace and Chains,Gold
./images\28650.jpg,Men,Sports Shoes,White
./images\46114.jpg,Men,Casual Shoes,Black
./images\25234.jpg,Women,Handbags,Blue
./images\49648.jpg,Women,Dresses,Cream
./images\44232.jpg,Men,Sports Shoes,White
./images\56810.jpg,Women,Kurtis,Red
./images\38665.jpg,Men,Sports Shoes,Black
./images\24099.jpg,Men,Sandals,Black
./images\15320.jpg,Men,Sweatshirts,Navy Blue
./images\40237.jpg,Men,Socks,Black
./images\54177.jpg,Women,Handbags,Yellow
./images\24459.jpg,Men,Sports Shoes,Black
./images\38417.jpg,Women,Belts,Orange
./images\21478.jpg,Women,Watches,Silver
./images\41972.jpg,Girls,Tops,Blue
./images\51794.jpg,Women,Briefs,Cream
./images\15892.jpg,Girls,Casual Shoes,Blue
./images\43307.jpg,Women,Shirts,White
./images\22938.jpg,Women,Watches,Black
./images\36236.jpg,Women,Kurtas,Blue
./images\14052.jpg,Men,Shirts,White
./images\54647.jpg,Men,Watches,Steel
./images\58161.jpg,Women,Wallets,Black
./images\38035.jpg,Men,Watches,White
./images\24389.jpg,Women,Kurtas,Blue
./images\37883.jpg,Unisex,Socks,Multi
./images\28783.jpg,Women,Briefs,Black
./images\26644.jpg,Men,Casual Shoes,Black
./images\59403.jpg,Women,Tshirts,White
./images\44026.jpg,Women,Perfume and Body Mist,White
./images\45766.jpg,Women,Deodorant,Yellow
./images\10726.jpg,Women,Handbags,Brown
./images\59342.jpg,Men,Casual Shoes,Brown
./images\14630.jpg,Women,Skirts,Brown
./images\45196.jpg,Women,Watches,Cream
./images\10863.jpg,Men,Tshirts,Blue
./images\10304.jpg,Men,Sandals,Black
./images\28107.jpg,Men,Trunk,Grey Melange
./images\59709.jpg,Women,Briefs,Blue
./images\48430.jpg,Men,Tshirts,White
./images\13699.jpg,Men,Sports Shoes,Blue
./images\16521.jpg,Men,Jeans,Blue
./images\22547.jpg,Men,Trunk,Blue
./images\16459.jpg,Men,Shirts,Red
./images\44148.jpg,Men,Deodorant,Green
./images\35182.jpg,Women,Backpacks,Pink
./images\52472.jpg,Women,Bath Robe,Pink
./images\18318.jpg,Men,Shirts,Purple
./images\14957.jpg,Men,Tshirts,White
./images\53067.jpg,Women,Handbags,Brown
./images\48945.jpg,Men,Ring,Steel
./images\10137.jpg,Women,Watches,Steel
./images\34859.jpg,Unisex,Casual Shoes,White
./images\23807.jpg,Men,Casual Shoes,Maroon
./images\16960.jpg,Men,Sunglasses,Black
./images\55921.jpg,Women,Nail Polish,Brown
./images\12449.jpg,Unisex,Shoe Accessories,Brown
./images\28143.jpg,Men,Shorts,Navy Blue
./images\45583.jpg,Men,Casual Shoes,Brown
./images\36896.jpg,Women,Watches,White
./images\26905.jpg,Women,Tops,Off White
./images\3604.jpg,Men,Casual Shoes,Green
./images\2359.jpg,Men,Caps,Navy Blue
./images\12402.jpg,Men,Socks,White
./images\56501.jpg,Women,Nail Polish,Bronze
./images\29219.jpg,Men,Socks,Grey
./images\2385.jpg,Men,Casual Shoes,Brown
./images\36135.jpg,Men,Sports Shoes,White
./images\41753.jpg,Boys,Tshirts,Red
./images\29849.jpg,Men,Trousers,Brown
./images\21294.jpg,Women,Sunglasses,Maroon
./images\18636.jpg,Men,Tshirts,White
./images\28187.jpg,Men,Sunglasses,Steel
./images\9256.jpg,Men,Shirts,Blue
./images\33194.jpg,Women,Tops,White
./images\17029.jpg,Men,Flip Flops,Black
./images\18418.jpg,Women,Sports Shoes,White
./images\58411.jpg,Men,Jeans,Blue
./images\15182.jpg,Men,Sweaters,Green
./images\57158.jpg,Women,Tshirts,Pink
./images\2670.jpg,Women,Handbags,Yellow
./images\9866.jpg,Men,Tshirts,Pink
./images\22200.jpg,Men,Tshirts,Grey
./images\57369.jpg,Women,Briefs,Lavender
./images\44412.jpg,Men,Casual Shoes,Black
./images\22358.jpg,Men,Shirts,Beige
./images\11215.jpg,Men,Watches,Copper
./images\50575.jpg,Men,Trunk,Grey Melange
./images\24841.jpg,Women,Tshirts,Yellow
./images\32328.jpg,Men,Watches,White
./images\23899.jpg,Men,Sandals,Brown
./images\46574.jpg,Women,Watches,Black
./images\16179.jpg,Men,Casual Shoes,Black
./images\19905.jpg,Unisex,Backpacks,Blue
./images\17649.jpg,Unisex,Flip Flops,Green
./images\28596.jpg,Men,Belts,Brown
./images\37760.jpg,Men,Shirts,Blue
./images\18544.jpg,Women,Heels,Blue
./images\22174.jpg,Men,Casual Shoes,Brown
./images\31038.jpg,Men,Tshirts,Blue
./images\33042.jpg,Women,Kurtas,Beige
./images\44850.jpg,Men,Tshirts,Black
./images\24995.jpg,Boys,Jeans,Blue
./images\46016.jpg,Women,Kurtas,White
./images\40949.jpg,Boys,Tshirts,White
./images\57296.jpg,Men,Shirts,White
./images\37481.jpg,Women,Watches,White
./images\15016.jpg,Men,Sweatshirts,Grey
./images\50711.jpg,Men,Trunk,Grey Melange
./images\5706.jpg,Men,Casual Shoes,Black
./images\47654.jpg,Women,Tops,Grey
./images\18981.jpg,Men,Tshirts,Blue
./images\11867.jpg,Men,Flip Flops,Yellow
./images\15471.jpg,Women,Tshirts,Green
./images\26632.jpg,Women,Casual Shoes,Grey
./images\59089.jpg,Women,Briefs,Black
./images\22065.jpg,Women,Kurtas,Pink
./images\5593.jpg,Men,Sports Shoes,White
./images\38583.jpg,Men,Tshirts,Grey
./images\44118.jpg,Men,Perfume and Body Mist,Black
./images\19136.jpg,Men,Sandals,Black
./images\33627.jpg,Women,Wallets,Pink
./images\9379.jpg,Unisex,Caps,Black
./images\57834.jpg,Men,Tshirts,Grey Melange
./images\12123.jpg,Women,Kurtas,Brown
./images\33429.jpg,Women,Handbags,Teal
./images\34436.jpg,Women,Tshirts,White
./images\19510.jpg,Men,Belts,Brown
./images\8594.jpg,Men,Tshirts,Navy Blue
./images\39602.jpg,Women,Heels,Gold
./images\22682.jpg,Unisex,Backpacks,Grey
./images\2182.jpg,Men,Tshirts,Yellow
./images\44816.jpg,Women,Jeans,Blue
./images\18854.jpg,Men,Tshirts,White
./images\7790.jpg,Men,Tshirts,Olive
./images\40070.jpg,Women,Capris,Black
./images\26737.jpg,Men,Deodorant,Brown
./images\4639.jpg,Women,Sports Shoes,White
./images\49143.jpg,Women,Lip Gloss,Brown
./images\29669.jpg,Men,Shirts,White
./images\59356.jpg,Women,Kurtas,Multi
./images\44910.jpg,Men,Tshirts,Blue
./images\46477.jpg,Women,Watches,Steel
./images\2290.jpg,Women,Tshirts,Pink
./images\3868.jpg,Men,Tshirts,White
./images\23749.jpg,Unisex,Sunglasses,Red
./images\5641.jpg,Men,Sports Shoes,Brown
./images\39910.jpg,Men,Sports Shoes,Blue
./images\40662.jpg,Women,Kurtas,Blue
./images\51157.jpg,Men,Socks,Navy Blue
./images\8439.jpg,Women,Tops,Purple
./images\12146.jpg,Women,Kurtis,Pink
./images\8382.jpg,Girls,Tshirts,Blue
./images\59018.jpg,Women,Heels,Black
./images\15927.jpg,Unisex,Backpacks,Red
./images\51596.jpg,Women,Jeans,Black
./images\59524.jpg,Women,Earrings,Silver
./images\49005.jpg,Women,Ring,Silver
./images\6108.jpg,Men,Tshirts,Grey
./images\15479.jpg,Men,Tshirts,Black
./images\8403.jpg,Men,Tshirts,Blue
./images\55805.jpg,Women,Night suits,Pink
./images\37996.jpg,Men,Belts,Black
./images\17327.jpg,Women,Sunglasses,Brown
./images\38182.jpg,Women,Sunglasses,Black
./images\5123.jpg,Women,Tshirts,Green
./images\53590.jpg,Women,Watches,White
./images\17270.jpg,Men,Tshirts,Black
./images\10042.jpg,Women,Tshirts,Pink
./images\20606.jpg,Women,Belts,Pink
./images\6393.jpg,Men,Sandals,Blue
./images\39821.jpg,Men,Sandals,Black
./images\10652.jpg,Women,Skirts,Blue
./images\39326.jpg,Girls,Leggings,Black
./images\48493.jpg,Women,Skirts,Black
./images\41770.jpg,Women,Dresses,Pink
./images\18991.jpg,Men,Tshirts,Black
./images\9231.jpg,Men,Shirts,Grey
./images\18498.jpg,Men,Sandals,Black
./images\16648.jpg,Men,Tshirts,Navy Blue
./images\35095.jpg,Women,Scarves,Red
./images\46248.jpg,Women,Tops,Teal
./images\16691.jpg,Men,Sweaters,Red
./images\17305.jpg,Men,Socks,Grey
./images\16334.jpg,Men,Shirts,Peach
./images\6395.jpg,Men,Sandals,Navy Blue
./images\3695.jpg,Men,Casual Shoes,White
./images\38524.jpg,Men,Casual Shoes,White
./images\33352.jpg,Men,Formal Shoes,Tan
./images\13388.jpg,Women,Casual Shoes,Grey
./images\13969.jpg,Men,Casual Shoes,Black
./images\17587.jpg,Unisex,Sunglasses,Black
./images\56798.jpg,Men,Jeans,Blue
./images\56987.jpg,Women,Heels,Red
./images\32719.jpg,Men,Briefs,Navy Blue
./images\56346.jpg,Men,Watches,Steel
./images\4144.jpg,Women,Sports Shoes,White
./images\12025.jpg,Men,Shirts,White
./images\40747.jpg,Women,Caps,Beige
./images\43477.jpg,Men,Casual Shoes,Khaki
./images\16732.jpg,Men,Flip Flops,Brown
./images\7779.jpg,Men,Casual Shoes,Black
./images\15631.jpg,Men,Track Pants,Navy Blue
./images\2825.jpg,Men,Formal Shoes,Black
./images\20859.jpg,Women,Sunglasses,Brown
./images\51598.jpg,Women,Jeggings,Blue
./images\26472.jpg,Men,Tshirts,White
./images\54939.jpg,Women,Tshirts,Pink
./images\7433.jpg,Men,Shorts,Navy Blue
./images\50875.jpg,Women,Sarees,Green
./images\51708.jpg,Unisex,Sunglasses,Brown
./images\33937.jpg,Men,Tshirts,Black
./images\49026.jpg,Women,Ring,Silver
./images\10706.jpg,Women,Watches,Gold
./images\28708.jpg,Women,Kurtas,Black
./images\50554.jpg,Men,Innerwear Vests,Grey Melange
./images\16730.jpg,Men,Flip Flops,Grey
./images\30300.jpg,Men,Tshirts,Off White
./images\53773.jpg,Men,Tshirts,Black
./images\7833.jpg,Men,Casual Shoes,Brown
./images\56714.jpg,Women,Kurtas,White
./images\24828.jpg,Women,Tshirts,Green
./images\43525.jpg,Women,Leggings,Cream
./images\28835.jpg,Women,Kurtas,Multi
./images\53226.jpg,Men,Shirts,Yellow
./images\27788.jpg,Men,Wallets,Black
./images\55099.jpg,Women,Face Moisturisers,Gold
./images\26415.jpg,Men,Shirts,Purple
./images\25538.jpg,Men,Shirts,White
./images\2250.jpg,Men,Flip Flops,Red
./images\8980.jpg,Men,Casual Shoes,Black
./images\19526.jpg,Men,Sweaters,Black
./images\31602.jpg,Men,Tshirts,Purple
./images\46815.jpg,Girls,Tops,Yellow
./images\10183.jpg,Women,Casual Shoes,White
./images\2221.jpg,Unisex,Backpacks,Blue
./images\13877.jpg,Men,Shirts,Maroon
./images\24076.jpg,Women,Flats,Orange
./images\5780.jpg,Women,Tops,Purple
./images\4446.jpg,Men,Sandals,Red
./images\58323.jpg,Men,Socks,Black
./images\10596.jpg,Women,Watches,Green
./images\51926.jpg,Women,Handbags,Red
./images\18810.jpg,Men,Belts,Olive
./images\23562.jpg,Women,Perfume and Body Mist,Cream
./images\51471.jpg,Men,Jeans,Black
./images\55866.jpg,Women,Nail Polish,Blue
./images\2478.jpg,Men,Tshirts,Green
./images\2627.jpg,Women,Flats,Silver
./images\2346.jpg,Men,Tshirts,Blue
./images\8427.jpg,Unisex,Basketballs,Blue
./images\14974.jpg,Men,Belts,Black
./images\31118.jpg,Girls,Tops,Red
./images\31888.jpg,Women,Stoles,Blue
./images\9634.jpg,Men,Shirts,White
./images\18214.jpg,Men,Caps,Navy Blue
./images\13854.jpg,Men,Shirts,Purple
./images\51009.jpg,Women,Bra,Rose
./images\56133.jpg,Women,Foundation and Primer,Beige
./images\22867.jpg,Men,Casual Shoes,Brown
./images\17013.jpg,Women,Flats,Gold
./images\3864.jpg,Men,Tshirts,White
./images\24544.jpg,Women,Tops,Red
./images\52318.jpg,Women,Bangle,Black
./images\12244.jpg,Men,Shirts,Blue
./images\22061.jpg,Women,Kurtas,Brown
./images\38647.jpg,Men,Casual Shoes,Black
./images\40954.jpg,Boys,Tshirts,Red
./images\3309.jpg,Men,Sports Shoes,White
./images\57034.jpg,Women,Jumpsuit,White
./images\7556.jpg,Men,Tshirts,Blue
./images\42830.jpg,Unisex,Wristbands,Black
./images\15419.jpg,Unisex,Backpacks,Black
./images\42239.jpg,Women,Tunics,Blue
./images\39985.jpg,Men,Casual Shoes,Olive
./images\45252.jpg,Men,Watches,Black
./images\3908.jpg,Women,Track Pants,Blue
./images\7307.jpg,Women,Tops,White
./images\48130.jpg,Women,Handbags,Black
./images\2778.jpg,Men,Tshirts,Green
./images\12137.jpg,Women,Kurtas,Navy Blue
./images\32944.jpg,Men,Casual Shoes,Black
./images\20383.jpg,Men,Sweaters,White
./images\51627.jpg,Women,Watches,White
./images\26294.jpg,Men,Tshirts,Blue
./images\8495.jpg,Women,Skirts,Blue
./images\37911.jpg,Women,Dresses,Cream
./images\53381.jpg,Unisex,Sports Sandals,Olive
./images\32294.jpg,Men,Watches,Steel
./images\3588.jpg,Unisex,Casual Shoes,Red
./images\55062.jpg,Women,Lipstick,Red
./images\17399.jpg,Men,Socks,Black
./images\43674.jpg,Women,Jumpsuit,Blue
./images\28982.jpg,Women,Kurta Sets,Green
./images\27969.jpg,Men,Innerwear Vests,Black
./images\9549.jpg,Men,Tshirts,Green
./images\13013.jpg,Women,Heels,Black
./images\19244.jpg,Men,Tshirts,Green
./images\59636.jpg,Women,Sarees,Sea Green
./images\40093.jpg,Men,Tshirts,Fluorescent Green
./images\24398.jpg,Women,Kurtas,Red
./images\7081.jpg,Unisex,Duffel Bag,Olive
./images\24984.jpg,Men,Tshirts,Navy Blue
./images\54481.jpg,Men,Briefs,Red
./images\10766.jpg,Unisex,Flip Flops,Yellow
./images\8316.jpg,Women,Tshirts,Yellow
./images\12841.jpg,Men,Tshirts,Grey
./images\23592.jpg,Men,Perfume and Body Mist,Blue
./images\44664.jpg,Women,Trousers,Charcoal
./images\11678.jpg,Men,Shirts,Yellow
./images\51759.jpg,Women,Heels,Beige
./images\5320.jpg,Men,Casual Shoes,Grey
./images\27060.jpg,Women,Handbags,Brown
./images\28464.jpg,Women,Capris,Turquoise Blue
./images\42140.jpg,Men,Sports Shoes,Grey
./images\59275.jpg,Women,Watches,Red
./images\20174.jpg,Men,Shirts,Green
./images\37142.jpg,Men,Shirts,Lavender
./images\6420.jpg,Unisex,Casual Shoes,Blue
./images\16284.jpg,Men,Tshirts,Red
./images\11927.jpg,Women,Sports Shoes,White
./images\5481.jpg,Men,Sports Shoes,Blue
./images\50892.jpg,Women,Sarees,Maroon
./images\34968.jpg,Women,Stoles,Blue
./images\8833.jpg,Men,Sweaters,Black
./images\49364.jpg,Men,Casual Shoes,Black
./images\33444.jpg,Women,Handbags,Brown
./images\41528.jpg,Men,Belts,Tan
./images\3876.jpg,Men,Tshirts,Black
./images\34191.jpg,Boys,Tshirts,Red
./images\8591.jpg,Men,Shirts,Purple
./images\22276.jpg,Women,Heels,Black
./images\52688.jpg,Women,Watches,Silver
./images\37415.jpg,Women,Handbags,Maroon
./images\45910.jpg,Men,Watches,Silver
./images\59382.jpg,Women,Kurtas,Blue
./images\22876.jpg,Men,Casual Shoes,Khaki
./images\7233.jpg,Men,Formal Shoes,Brown
./images\53391.jpg,Women,Kurtas,White
./images\31124.jpg,Girls,Dresses,Magenta
./images\2053.jpg,Men,Tshirts,Grey
./images\12333.jpg,Women,Jeans,Blue
./images\25155.jpg,Women,Handbags,Black
./images\16106.jpg,Women,Sunglasses,Brown
./images\18393.jpg,Men,Briefs,Blue
./images\37235.jpg,Men,Wallets,Black
./images\25788.jpg,Men,Suspenders,Beige
./images\54489.jpg,Women,Handbags,Orange
./images\43552.jpg,Unisex,Caps,Blue
./images\47618.jpg,Women,Heels,Pink
./images\44869.jpg,Men,Tshirts,Black
./images\14564.jpg,Unisex,Casual Shoes,Red
./images\22851.jpg,Men,Casual Shoes,Khaki
./images\52071.jpg,Men,Tshirts,Blue
./images\46545.jpg,Men,Watches,Black
./images\53851.jpg,Women,Kurtas,Green
./images\59917.jpg,Women,Kurtas,Pink
./images\31371.jpg,Men,Tshirts,Navy Blue
./images\23768.jpg,Women,Sunglasses,Black
./images\40067.jpg,Men,Tshirts,Yellow
./images\19220.jpg,Men,Ties,Grey
./images\3601.jpg,Unisex,Tshirts,Blue
./images\20148.jpg,Men,Shirts,Black
./images\55654.jpg,Women,Heels,Maroon
./images\21975.jpg,Women,Handbags,Brown
./images\47281.jpg,Men,Tshirts,Yellow
./images\27211.jpg,Men,Shirts,Purple
./images\35709.jpg,Men,Sports Shoes,Grey
./images\54332.jpg,Women,Briefs,Red
./images\9946.jpg,Men,Sweaters,Black
./images\24275.jpg,Men,Tshirts,White
./images\47253.jpg,Men,Briefs,Blue
./images\17227.jpg,Men,Sunglasses,Blue
./images\48097.jpg,Women,Trousers,Green
./images\39683.jpg,Men,Sports Shoes,White
./images\11133.jpg,Men,Watches,Black
./images\26642.jpg,Men,Casual Shoes,Black
./images\12493.jpg,Women,Handbags,Black
./images\54041.jpg,Women,Handbags,Grey
./images\41718.jpg,Women,Heels,Blue
./images\36494.jpg,Women,Kurtas,Black
./images\17922.jpg,Men,Tshirts,Brown
./images\13198.jpg,Men,Sports Shoes,Blue
./images\12942.jpg,Men,Shirts,Blue
./images\3028.jpg,Women,Tshirts,Black
./images\18933.jpg,Men,Tshirts,Black
./images\13433.jpg,Men,Tshirts,Blue
./images\15206.jpg,Men,Tshirts,Peach
./images\39716.jpg,Women,Dresses,Blue
./images\18948.jpg,Men,Socks,Black
./images\41074.jpg,Men,Sports Sandals,Black
./images\18699.jpg,Men,Briefs,Blue
./images\45346.jpg,Women,Heels,White
./images\30898.jpg,Women,Salwar,Black
./images\17428.jpg,Men,Watches,Black
./images\3215.jpg,Men,Sports Shoes,White
./images\51519.jpg,Men,Watches,Black
./images\58027.jpg,Women,Earrings,Silver
./images\14324.jpg,Women,Sweaters,Pink
./images\44974.jpg,Men,Watches,White
./images\3615.jpg,Unisex,Caps,Blue
./images\17546.jpg,Men,Shirts,Pink
./images\44203.jpg,Women,Flip Flops,Pink
./images\23310.jpg,Women,Kurtas,Green
./images\26720.jpg,Men,Tshirts,Grey
./images\9517.jpg,Men,Shirts,White
./images\16072.jpg,Men,Trousers,Black
./images\15600.jpg,Men,Sweatshirts,Grey
./images\52828.jpg,Women,Earrings,Black
./images\55864.jpg,Women,Nail Polish,Maroon
./images\33131.jpg,Women,Heels,Black
./images\51909.jpg,Women,Laptop Bag,Pink
./images\32632.jpg,Women,Capris,Grey
./images\10231.jpg,Women,Handbags,Red
./images\56379.jpg,Women,Perfume and Body Mist,Green
./images\28106.jpg,Men,Boxers,Charcoal
./images\27750.jpg,Men,Wallets,Brown
./images\38586.jpg,Women,Tshirts,Pink
./images\16909.jpg,Men,Sweatshirts,Grey
./images\45655.jpg,Men,Briefs,White
./images\34889.jpg,Women,Handbags,Pink
./images\10393.jpg,Women,Watches,Black
./images\20143.jpg,Men,Shirts,White
./images\25947.jpg,Women,Scarves,Brown
./images\30817.jpg,Women,Leggings,Rust
./images\30829.jpg,Women,Churidar,Blue
./images\12537.jpg,Men,Track Pants,Grey
./images\20672.jpg,Men,Tshirts,Pink
./images\13164.jpg,Men,Sports Shoes,Black
./images\44182.jpg,Women,Perfume and Body Mist,White
./images\17307.jpg,Men,Sunglasses,Black
./images\35326.jpg,Women,Earrings,Silver
./images\11581.jpg,Women,Kurtas,Yellow
./images\48735.jpg,Men,Bangle,Steel
./images\30706.jpg,Women,Clutches,Magenta
./images\21401.jpg,Men,Tshirts,Red
./images\11958.jpg,Men,Casual Shoes,Black
./images\52941.jpg,Women,Sarees,Multi
./images\20111.jpg,Women,Kurtas,White
./images\59435.jpg,Men,Formal Shoes,Black
./images\39514.jpg,Unisex,Laptop Bag,Black
./images\48877.jpg,Women,Pendant,Silver
./images\21433.jpg,Women,Shorts,Blue
./images\38839.jpg,Women,Dresses,Olive
./images\11258.jpg,Women,Tops,Black
./images\17941.jpg,Men,Tshirts,Red
./images\40068.jpg,Men,Shorts,Black
./images\9261.jpg,Men,Shirts,Red
./images\48549.jpg,Women,Belts,Black
./images\24517.jpg,Women,Kurtas,Brown
./images\44530.jpg,Men,Sandals,Black
./images\6408.jpg,Men,Sandals,Beige
./images\18488.jpg,Men,Jeans,Blue
./images\33979.jpg,Women,Stockings,Black
./images\32743.jpg,Men,Casual Shoes,Brown
./images\11981.jpg,Men,Sports Shoes,Black
./images\54166.jpg,Women,Necklace and Chains,Turquoise Blue
./images\32634.jpg,Women,Track Pants,Grey
./images\36467.jpg,Men,Casual Shoes,Black
./images\6065.jpg,Men,Shirts,Pink
./images\36772.jpg,Women,Watches,Black
./images\11371.jpg,Men,Shirts,Black
./images\17708.jpg,Unisex,Casual Shoes,Purple
./images\11323.jpg,Men,Jeans,Blue
./images\5454.jpg,Men,Shorts,Black
./images\27862.jpg,Women,Shirts,Navy Blue
./images\56126.jpg,Women,Highlighter and Blush,Pink
./images\32286.jpg,Men,Watches,White
./images\51651.jpg,Men,Watches,Grey
./images\23676.jpg,Men,Sandals,Black
./images\39653.jpg,Men,Sports Shoes,White
./images\3446.jpg,Men,Tshirts,Black
./images\49538.jpg,Women,Clutches,Gold
./images\42910.jpg,Women,Belts,Tan
./images\52317.jpg,Women,Bangle,Green
./images\10736.jpg,Women,Handbags,Red
./images\5469.jpg,Men,Sports Shoes,Black
./images\39658.jpg,Men,Casual Shoes,Black
./images\22328.jpg,Men,Sweaters,Navy Blue
./images\27812.jpg,Men,Belts,Black
./images\29188.jpg,Men,Laptop Bag,Black
./images\30955.jpg,Women,Tops,Charcoal
./images\25023.jpg,Men,Tshirts,Blue
./images\35127.jpg,Women,Necklace and Chains,Metallic
./images\44237.jpg,Women,Casual Shoes,Green
./images\9711.jpg,Men,Shirts,Purple
./images\8718.jpg,Men,Tshirts,Red
./images\45880.jpg,Men,Watches,White
./images\34977.jpg,Women,Stoles,Gold
./images\14833.jpg,Men,Belts,Brown
./images\29261.jpg,Men,Sports Shoes,White
./images\37765.jpg,Men,Shirts,Yellow
./images\28609.jpg,Men,Caps,Grey
./images\56321.jpg,Women,Watches,White
./images\3732.jpg,Men,Tshirts,Orange
./images\38038.jpg,Men,Watches,Black
./images\13754.jpg,Men,Shirts,White
./images\28856.jpg,Men,Tshirts,Mustard
./images\18866.jpg,Men,Track Pants,Grey
./images\3847.jpg,Men,Tshirts,White
./images\15382.jpg,Men,Flip Flops,Navy Blue
./images\3160.jpg,Men,Sports Shoes,White
./images\10136.jpg,Women,Watches,Steel
./images\10848.jpg,Men,Tshirts,Blue
./images\7517.jpg,Men,Tshirts,Yellow
./images\17219.jpg,Men,Sunglasses,Brown
./images\57566.jpg,Women,Lipstick,Maroon
./images\26959.jpg,Women,Shirts,Pink
./images\18766.jpg,Men,Ties,Grey
./images\4863.jpg,Men,Tshirts,Red
./images\15783.jpg,Men,Briefs,Brown
./images\9968.jpg,Men,Tshirts,Black
./images\12171.jpg,Men,Shirts,Orange
./images\3490.jpg,Women,Sports Sandals,Blue
./images\45725.jpg,Women,Kurtas,Blue
./images\56252.jpg,Men,Night suits,Green
./images\3287.jpg,Men,Tshirts,Blue
./images\57334.jpg,Women,Bra,Grey
./images\15609.jpg,Men,Shorts,Grey
./images\37329.jpg,Women,Watches,White
./images\19137.jpg,Men,Sandals,Brown
